Accession	Protein_id	Product_name	Note	Codon_start
AE006468	AAL19201.1	modulator of Rho-dependent transcription termination	similar to E. coli orf, hypothetical protein (AAC73300.1); Blastp hit to AAC73300.1 (86 aa), 81% identity in aa 1 - 86	1
AE006468	AAL19202.1	putative cytoplasmic protein		1
AE006468	AAL19203.1	putative cytoplasmic protein	hypothetical 20.8 Kda protein in mesJ-cutF intergenic region. (SW:YAEQ_SALTY)	1
AE006468	AAL19204.1	putative-tRNA hydrolase domain protein	similar to E. coli orf, hypothetical protein (AAC73302.1); Blastp hit to AAC73302.1 (140 aa), 85% identity in aa 1 - 136	1
AE006468	AAL19205.1	proline tRNA synthetase	similar to E. coli proline tRNA synthetase (AAC73305.1); Blastp hit to AAC73305.1 (572 aa), 95% identity in aa 1 - 572	1
AE006468	AAL19206.1	putative regulator	similar to E. coli orf, hypothetical protein (AAC73306.1); Blastp hit to AAC73306.1 (235 aa), 89% identity in aa 1 - 235	1
AE006468	AAL19207.1	regulator in colanic acid synthesis	overexpression confers mucoid phenotype; increases capsule synthesis; similar to E. coli regulator in colanic acid synthesis; interacts with RcsB (AAC73307.1); Blastp hit to AAC73307.1 (134 aa), 91% identity in aa 1 - 134	1
AE006468	AAL19208.1	putative outer membrane lipoprotein	similar to E. coli putative lipoprotein (AAC73308.1); Blastp hit to AAC73308.1 (271 aa), 96% identity in aa 1 - 271	1
AE006468	AAL19209.1	putative ABC superfamily (membrane) transport protein	similar to E. coli putative transport system permease protein (AAC73309.1); Blastp hit to AAC73309.1 (217 aa), 93% identity in aa 1 - 217	1
AE006468	AAL19210.1	putative ABC superfamily (atp_bind) transport system	similar to E. coli ATP-binding component of a transporter (AAC73310.1); Blastp hit to AAC73310.1 (343 aa), 95% identity in aa 1 - 343	1
AE006468	AAL19211.1	putative dehydratase	similar to E. coli putative phosphatase (AAC73311.1); Blastp hit to AAC73311.1 (191 aa), 94% identity in aa 1 - 188	1
AE006468	AAL19212.1	2,5-diketo-D-gluconate reductase B	similar to E. coli putative aldose reductase (AAC73312.1); Blastp hit to AAC73312.1 (267 aa), 92% identity in aa 1 - 267	1
AE006468	AAL19213.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC73313.1); Blastp hit to AAC73313.1 (304 aa), 90% identity in aa 1 - 303	1
AE006468	AAL19214.1	putative drug efflux protein (perhaps for chloramphenicol)	similar to E. coli putative transport protein (AAC74729.1); Blastp hit to AAC74729.1 (389 aa), 41% identity in aa 7 - 378	1
AE006468	AAL19215.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC73314.1); Blastp hit to AAC73314.1 (266 aa), 96% identity in aa 8 - 266	1
AE006468	AAL19216.1	putative methyltransferase in menaquinone/biotin biosynthesis	similar to E. coli putative biotin synthesis protein (AAC73315.1); Blastp hit to AAC73315.1 (207 aa), 71% identity in aa 3 - 206	1
AE006468	AAL19217.1	transcriptional regulator for nitrite reductase (cytochrome c552)	similar to E. coli transcriptional regulator for nitrite reductase (cytochrome c552) (AAC73316.1); Blastp hit to AAC73316.1 (452 aa), 91% identity in aa 1 - 452	1
AE006468	AAL19218.1	hydroxyacylglutathione hydrolase	similar to E. coli probable hydroxyacylglutathione hydrolase (AAC73317.1); Blastp hit to AAC73317.1 (251 aa), 78% identity in aa 1 - 251	1
AE006468	AAL19219.1	putative SAM-dependent methyltransferase	similar to E. coli orf, hypothetical protein (AAC73318.1); Blastp hit to AAC73318.1 (246 aa), 86% identity in aa 7 - 244	1
AE006468	AAL19220.1	RNase HI	degrades RNA of DNA-RNA hybrids; ribonuclease HI. (SW:RNH_SALTY)	1
AE006468	AAL19221.1	DNA polymerase III, epsilon subunit	3-5 exonucleolytic proofreading function; DNA polymerase III, epsilon chain. (SW:DP3E_SALTY)	1
AE006468	AAL19222.1	putative cytoplasmic protein		1
AE006468	AAL19223.1	putative cytoplasmic protein		1
AE006468	AAL19224.1	putative cytoplasmic protein		1
AE006468	AAL19225.1	putative cytoplasmic protein		1
AE006468	AAL19226.1	putative cytoplasmic protein		1
AE006468	AAL19227.1	putative cytoplasmic protein		1
AE006468	AAL19228.1	putative ATPase with chaperone activity	homolog of Yersinia clpB; similar to E. coli ATP-binding component of serine protease (AAC73969.1); Blastp hit to AAC73969.1 (758 aa), 42% identity in aa 150 - 449, 40% identity in aa 421 - 685, 32% identity in aa 30 - 74	1
AE006468	AAL19229.1	putative cytoplasmic protein		1
AE006468	AAL19230.1	putative cytoplasmic protein		1
AE006468	AAL19231.1	invasol SirA		1
AE006468	AAL19232.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL19233.1	putative cytoplasmic protein		1
AE006468	AAL19234.1	putative cytoplasmic protein		1
AE006468	AAL19235.1	putative periplasmic protein		1
AE006468	AAL19236.1	putative cytoplasmic protein		1
AE006468	AAL19237.1	putative outer membrane lipoprotein		1
AE006468	AAL19238.1	putative cytoplasmic protein		1
AE006468	AAL19239.1	putative outer membrane protein, OmpA family	similar to E. coli putative outer membrane protein (AAC76576.1); Blastp hit to AAC76576.1 (219 aa), 44% identity in aa 145 - 214	1
AE006468	AAL19240.1	putative inner membrane protein		1
AE006468	AAL19241.1	putative shiga-like toxin A subunit		1
AE006468	AAL19242.1	putative inner membrane protein		1
AE006468	AAL19243.1	putative cytoplasmic protein		1
AE006468	AAL19244.1	putative periplasmic protein		1
AE006468	AAL19245.1	putative cytoplasmic protein		1
AE006468	AAL19246.1	putative cytoplasmic protein		1
AE006468	AAL19247.1	putative cytoplasmic protein		1
AE006468	AAL19248.1	putative RHS-family protein	similar to E. coli rhsD protein in rhs element (AAC73599.1); Blastp hit to AAC73599.1 (1426 aa), 27% identity in aa 315 - 985, 46% identity in aa 1151 - 1261, 25% identity in aa 297 - 788, 24% identity in aa 346 - 870, 22-1073758628dentity in aa 465 - 904, 26% identity in aa 317 - 724, 32-1073758654dentity in aa 4 - 143, 24% identity in aa 232 - 605, 21% identity in aa 562 - 970, 23% identity in aa 318 - 755, 32% identity in aa 974 - 1076, 26% identity in aa 935 - 1051, 22% identity in aa 358 - 540, 37% identity in aa 1 - 32, 31-1073758588dentity in aa 1041 - 1099, 26% identity in aa 1000 - 1083, 30-1073758532dentity in aa 943 - 1025, 27% identity in aa 1172 - 1193, 32% identity in aa 1211 - 1235, 63% identity in aa 1393 - 1403, 28% identity in aa 1175 - 1210	1
AE006468	AAL19249.1	putative RHS-family protein	similar to E. coli rhsE protein in rhs element (AAC74538.1); Blastp hit to AAC74538.1 (682 aa), 44% identity in aa 426 - 541, 28% identity in aa 273 - 300	1
AE006468	AAL19250.1	putative cytoplasmic protein		1
AE006468	AAL19251.1	putative cytoplasmic protein		1
AE006468	AAL19252.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL19253.1	putative cytoplasmic protein		1
AE006468	AAL19254.1	putative transposase		1
AE006468	AAL19255.1	putative integrase core domain protein	similar to E. coli orf, hypothetical protein (AAC73370.1); Blastp hit to AAC73370.1 (384 aa), 28% identity in aa 221 - 295	1
AE006468	AAL19256.1	putative outer membrane protein		1
AE006468	AAL19257.1	putative fimbriae assembly chaparone	similar to E. coli putative chaperone (AAC76177.1); Blastp hit to AAC76177.1 (231 aa), 35% identity in aa 26 - 223	1
AE006468	AAL19258.1	putative fimbriae usher	similar to E. coli putative outer membrane protein, export function (AAC73634.1); Blastp hit to AAC73634.1 (867 aa), 34% identity in aa 35 - 862	1
AE006468	AAL19259.1	putative fimbriae subunit		1
AE006468	AAL19260.1	putative xylanase/chitin deacetylase	similar to E. coli orf, hypothetical protein (AAC74108.1); Blastp hit to AAC74108.1 (672 aa), 36% identity in aa 52 - 189, 21% identity in aa 213 - 280	1
AE006468	AAL19261.1	transcriptional regulator	SINR protein. (SW:SINR_SALTY)	1
AE006468	AAL19262.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL19263.1	homolog of sapA		1
AE006468	AAL19264.1	homology to Shigella VirG protein		1
AE006468	AAL19265.1	putative amidohydrolase	similar to E. coli putative EC 3.5. amidase-type enzyme (AAC73323.1); Blastp hit to AAC73323.1 (256 aa), 82% identity in aa 3 - 255	1
AE006468	AAL19266.1	putative acyl-CoA dehydrogenase	similar to E. coli putative acyl-CoA dehydrogenase (AAC73325.1); Blastp hit to AAC73325.1 (826 aa), 95% identity in aa 13 - 826	1
AE006468	AAL19267.1	phosphoheptose isomerase	similar to E. coli phosphoheptose isomerase (AAC73326.1); Blastp hit to AAC73326.1 (192 aa), 97% identity in aa 1 - 192	1
AE006468	AAL19268.1	putative glutamine amidotransferase	similar to E. coli putative amidotransferase (AAC73327.1); Blastp hit to AAC73327.1 (255 aa), 93% identity in aa 1 - 255	1
AE006468	AAL19269.1	putative periplasmic protein	similar to E. coli orf, hypothetical protein (AAC73328.1); Blastp hit to AAC73328.1 (246 aa), 90% identity in aa 1 - 246	1
AE006468	AAL19270.1	DNA polymerase IV	devoid of proofreading; damage-inducible protein P; similar to E. coli damage-inducible protein P; putative tRNA synthetase (AAC73335.1); Blastp hit to AAC73335.1 (351 aa), 91% identity in aa 1 - 351	1
AE006468	AAL19271.1	putative peptide chain release factor	similar to E. coli probable peptide chain release factor (AAC73340.1); Blastp hit to AAC73340.1 (166 aa), 82% identity in aa 2 - 163	1
AE006468	AAL19272.1	aminoacyl-histidine dipeptidase (peptidase D)	similar to E. coli aminoacyl-histidine dipeptidase (peptidase D) (AAC73341.1); Blastp hit to AAC73341.1 (485 aa), 92% identity in aa 1 - 485	1
AE006468	AAL19273.1	guanine-hypoxanthine phosphoribosyltransferase	xanthine-guanine phosphoribosyltransferase. (SW:XGPT_SALTY)	1
AE006468	AAL19274.1	putative hydrolase of the alpha/beta superfamily	hypothetical protein in gpt-crl intergenic region. (SW:YAFA_SALTY)	1
AE006468	AAL19275.1	transcriptional regulator of cryptic csgA gene for curli surface fibers	similar to E. coli transcriptional regulator of cryptic csgA gene for curli surface fibers (AAC73344.1); Blastp hit to AAC73344.1 (133 aa), 83% identity in aa 1 - 133	1
AE006468	AAL19276.1	outer membrane pore protein e (e,ic,nmpab)	outer membrane pore protein E precursor. (SW:PHOE_SALTY)	1
AE006468	AAL19277.1	gamma-glutamate kinase	similar to E. coli gamma-glutamate kinase (AAC73346.1); Blastp hit to AAC73346.1 (367 aa), 96% identity in aa 1 - 367	1
AE006468	AAL19278.1	gamma-glutamylphosphate reductase	gamma-glutamyl phosphate reductase (GPR). (SW:PROA_SALTY)	1
AE006468	AAL19279.1	putative inner membrane protein		1
AE006468	AAL19280.1	putative IS3 transposase	similar to E. coli IS3 putative transposase (AAC75150.1); Blastp hit to AAC75150.1 (288 aa), 83% identity in aa 30 - 267	1
AE006468	AAL19281.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC74880.1); Blastp hit to AAC74880.1 (119 aa), 66% identity in aa 13 - 119	1
AE006468	AAL19282.1	putative permease	similar to E. coli putative transport protein (AAC74668.1); Blastp hit to AAC74668.1 (417 aa), 34% identity in aa 33 - 407	1
AE006468	AAL19283.1	putative 3-isopropylmalate isomerase	similar to E. coli 3-isopropylmalate isomerase dehydratase subunit (AAC73183.1); Blastp hit to AAC73183.1 (466 aa), 52% identity in aa 2 - 465; subunit with LeuD	1
AE006468	AAL19284.1	putative 3-isopropylmalate isomerase (dehydratase), subunit with LeuC	similar to E. coli isopropylmalate isomerase subunit (AAC73182.1); Blastp hit to AAC73182.1 (201 aa), 39% identity in aa 3 - 193	1
AE006468	AAL19285.1	putative fumarylacetoacetate (FAA) hydrolase	similar to E. coli putative isomerase (AAC74264.1); Blastp hit to AAC74264.1 (219 aa), 34% identity in aa 11 - 217	1
AE006468	AAL19286.1	putative hydrolase or acyltransferase	similar to E. coli orf, hypothetical protein (AAC73780.1); Blastp hit to AAC73780.1 (254 aa), 33% identity in aa 15 - 129	1
AE006468	AAL19287.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC74869.1); Blastp hit to AAC74869.1 (314 aa), 44% identity in aa 2 - 307	1
AE006468	AAL19288.1	putative cytoplasmic protein		1
AE006468	AAL19289.1	putative outer membrane protein		1
AE006468	AAL19290.1	putative fimbriae; chaparone	similar to E. coli periplasmic chaperone, required for type 1 fimbriae (AAC77272.1); Blastp hit to AAC77272.1 (241 aa), 30% identity in aa 32 - 241	1
AE006468	AAL19291.1	putative fimbriae; usher		1
AE006468	AAL19292.1	putative fimbriae; usher	similar to E. coli outer membrane protein; export and assembly of type 1 fimbriae, interrupted (AAC77273.1); Blastp hit to AAC77273.1 (878 aa), 30% identity in aa 30 - 870	1
AE006468	AAL19293.1	putative fimbriae; chaparone	similar to E. coli probable pilin chaperone similar to PapD (AAC73251.1); Blastp hit to AAC73251.1 (246 aa), 40% identity in aa 1 - 240	1
AE006468	AAL19294.1	putative fimbriae; major subunit	similar to E. coli major type 1 subunit fimbrin (pilin) (AAC77270.1); Blastp hit to AAC77270.1 (182 aa), 28% identity in aa 1 - 182	1
AE006468	AAL19295.1	putative inner membrane protein		1
AE006468	AAL19296.1	putative periplasmic protein	unknown (gi|6707277)	1
AE006468	AAL19297.1	putative diguanylate cyclase/phosphodiesterase domain 1	similar to E. coli orf, hypothetical protein (AAC75237.1); Blastp hit to AAC75237.1 (518 aa), 31% identity in aa 10 - 512	1
AE006468	AAL19298.1	putative response regulator		1
AE006468	AAL19299.1	putative inner membrane protein	unknown (gi|6707277)	1
AE006468	AAL19300.1	putative outer membrane protein; homolog of ail and ompX	unknown (gi|6707276)	1
AE006468	AAL19301.1	putative response regulator	unknown (gi|6707275)	1
AE006468	AAL19302.1	putative inner membrane protein	hypothetical protein	1
AE006468	AAL19303.1	putative outer membrane lipoprotein	similar to E. coli orf, hypothetical protein (AAC77104.1); Blastp hit to AAC77104.1 (128 aa), 35% identity in aa 15 - 127	1
AE006468	AAL19304.1	homology to outer membrane efflux protein	similar to E. coli putative resistance protein (AAC73673.1); Blastp hit to AAC73673.1 (457 aa), 37% identity in aa 7 - 457	1
AE006468	AAL19305.1	putative cation efflux system protein	similar to E. coli integral transmembrane protein; acridine resistance (AAC76298.1); Blastp hit to AAC76298.1 (1034 aa), 42% identity in aa 3 - 1030	1
AE006468	AAL19306.1	putative cation efflux pump	similar to E. coli acridine efflux pump (AAC73565.1); Blastp hit to AAC73565.1 (397 aa), 31% identity in aa 38 - 383	1
AE006468	AAL19307.1	putative cation transport ATPase	similar to E. coli putative ATPase (AAC73586.1); Blastp hit to AAC73586.1 (834 aa), 42% identity in aa 99 - 831, 45% identity in aa 4 - 63	1
AE006468	AAL19308.1	putative transcriptional regulator	similar to E. coli putative transcriptional regulator (AAC73589.1); Blastp hit to AAC73589.1 (135 aa), 42% identity in aa 1 - 126	1
AE006468	AAL19309.1	putative copper chaperone		1
AE006468	AAL19310.1	putative inner membrane protein	similar to E. coli putative transport protein (AAC77235.1); Blastp hit to AAC77235.1 (425 aa), 28% identity in aa 33 - 412	1
AE006468	AAL19311.1	DNA methylase; restriction system	type iii restriction-modification system stylti enzyme mod (stylti methyltransferase) (SW:T3MO_SALTY)	1
AE006468	AAL19312.1	DNA restriction (DNA helicase)	type iii restriction-modification system stylti enzyme res (SW:T3RE_SALTY)	1
AE006468	AAL19313.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL19314.1	cytochrome BD2 subunit I	similar to E. coli probable third cytochrome oxidase, subunit I (AAC74063.1); Blastp hit to AAC74063.1 (514 aa), 38% identity in aa 2 - 316, 38% identity in aa 381 - 512	1
AE006468	AAL19315.1	cytochrome BD2 subunit II	similar to E. coli cytochrome d terminal oxidase polypeptide subunit II (AAC73828.1); Blastp hit to AAC73828.1 (379 aa), 34% identity in aa 7 - 221, 22% identity in aa 121 - 366	1
AE006468	AAL19316.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL19317.1	putative transcription regulator, AraC family	putative XylS/AraC transcriptional activator (gi|3094022)	1
AE006468	AAL19318.1	ferrioxamine receptor	ferrioxamine B receptor precursor. (SW:FOXA_SALTY)	1
AE006468	AAL19319.1	putative transport protein	similar to E. coli putative cytochrome subunit of dehydrogenase (AAC73431.1); Blastp hit to AAC73431.1 (223 aa), 86% identity in aa 14 - 223	1
AE006468	AAL19320.1	putative periplasmic protein	similar to E. coli orf, hypothetical protein (AAC73432.1); Blastp hit to AAC73432.1 (91 aa), 72% identity in aa 1 - 91	1
AE006468	AAL19321.1	regulator for prp operon (EBP family)	propionate catabolism operon regulatory protein. (SW:PRPR_SALTY)	1
AE006468	AAL19322.1	putative carboxyphosphonoenolpyruvate mutase	putative carboxyvinyl-carboxyphosphonate phosphorylmutase. (SW:CPPM_SALTY)	1
AE006468	AAL19323.1	putative citrate synthase	methylcitrate synthase. (SW:CISZ_SALTY)	1
AE006468	AAL19324.1	putative protein in propionate catabolism	PRPD protein. (SW:PRPD_SALTY)	1
AE006468	AAL19325.1	putative acetyl-CoA synthetase, propionate catabolism operon	PRPE protein. (SW:PRPE_SALTY)	1
AE006468	AAL19326.1	5-aminolevulinate dehydratase (porphobilinogen synthase)	similar to E. coli 5-aminolevulinate dehydratase = porphobilinogen synthase (AAC73472.1); Blastp hit to AAC73472.1 (335 aa), 93% identity in aa 12 - 335	1
AE006468	AAL19327.1	flagellar protein	similar to 3rd module of ATP-binding components of transporters; similar to E. coli putative flagellin structural protein (AAC73477.1); Blastp hit to AAC73477.1 (467 aa), 91% identity in aa 1 - 467	1
AE006468	AAL19328.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC73478.1); Blastp hit to AAC73478.1 (222 aa), 71% identity in aa 16 - 222	1
AE006468	AAL19329.1	penicillin- binding protein	similar to E. coli putative enzyme (AAC73479.1); Blastp hit to AAC73479.1 (385 aa), 91% identity in aa 10 - 385	1
AE006468	AAL19330.1	putative ABC superfamily transporter	similar to E. coli sensitivity to microcin B17, possibly envelop protein (AAC73480.1); Blastp hit to AAC73480.1 (406 aa), 92% identity in aa 1 - 406	1
AE006468	AAL19331.1	putative outer membrane lipoprotein	similar to E. coli orf, hypothetical protein (AAC73481.1); Blastp hit to AAC73481.1 (364 aa), 85% identity in aa 1 - 362	1
AE006468	AAL19332.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC73482.1); Blastp hit to AAC73482.1 (102 aa), 86% identity in aa 1 - 102	1
AE006468	AAL19333.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC73483.1); Blastp hit to AAC73483.1 (114 aa), 84% identity in aa 45 - 114	1
AE006468	AAL19334.1	D-alanine-D-alanine ligase A	D-alanine--D-alanine ligase A. (SW:DDLA_SALTY)	1
AE006468	AAL19335.1	putative inner membrane protein		1
AE006468	AAL19336.1	putative permease	similar to E. coli putative transport protein (AAC74137.1); Blastp hit to AAC74137.1 (408 aa), 60% identity in aa 11 - 405	1
AE006468	AAL19337.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC73485.1); Blastp hit to AAC73485.1 (86 aa), 85% identity in aa 1 - 85	1
AE006468	AAL19338.1	induced by phosphate starvation	similar to E. coli induced by phosphate starvation (AAC73487.1); Blastp hit to AAC73487.1 (112 aa), 90% identity in aa 7 - 112	1
AE006468	AAL19339.1	putative diguanylate cyclase/phosphodiesterase domain 1	similar to E. coli orf, hypothetical protein (AAC73488.1); Blastp hit to AAC73488.1 (371 aa), 75% identity in aa 1 - 371	1
AE006468	AAL19340.1	pyrroline-5-carboxylate reductase	similar to E. coli pyrroline-5-carboxylate reductase (AAC73489.1); Blastp hit to AAC73489.1 (269 aa), 95% identity in aa 1 - 269	1
AE006468	AAL19341.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC73490.1); Blastp hit to AAC73490.1 (192 aa), 89% identity in aa 41 - 191	1
AE006468	AAL19342.1	shikimate kinase II	similar to E. coli shikimate kinase II (AAC73491.1); Blastp hit to AAC73491.1 (174 aa), 74% identity in aa 1 - 168	1
AE006468	AAL19343.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC73492.1); Blastp hit to AAC73492.1 (63 aa), 93% identity in aa 1 - 62	1
AE006468	AAL19344.1	protein of aro operon, regulated by aroR	similar to E. coli protein of aro operon, regulated by aroR (AAC73493.1); Blastp hit to AAC73493.1 (225 aa), 77% identity in aa 1 - 225	1
AE006468	AAL19345.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC73494.1); Blastp hit to AAC73494.1 (94 aa), 86% identity in aa 1 - 94	1
AE006468	AAL19346.1	putative exonuclease involved in removal of stalled replication fork	similar to E. coli orf, hypothetical protein (AAC73496.1); Blastp hit to AAC73496.1 (303 aa), 93% identity in aa 1 - 303	1
AE006468	AAL19347.1	putative sugar kinase/putative transcriptional regulator (NagC/XylR family)	similar to E. coli possible NAGC-like transcriptional regulator (AAC73497.1); Blastp hit to AAC73497.1 (348 aa), 88% identity in aa 47 - 346	1
AE006468	AAL19348.1	MFS family, arabinose polymer transporter	similar to E. coli involved in either transport or processing of arabinose polymers (AAC73499.1); Blastp hit to AAC73499.1 (394 aa), 85% identity in aa 1 - 388	1
AE006468	AAL19349.1	ATP-dependent dsDNA exonuclease	similar to E. coli ATP-dependent dsDNA exonuclease (AAC73500.1); Blastp hit to AAC73500.1 (1048 aa), 70% identity in aa 1 - 1048	1
AE006468	AAL19350.1	ATP-dependent dsDNA exonuclease	similar to E. coli ATP-dependent dsDNA exonuclease (AAC73501.1); Blastp hit to AAC73501.1 (400 aa), 84% identity in aa 1 - 400	1
AE006468	AAL19351.1	response regulator in two-component regulatory system with PhoR (or CreC)	regulates pho regulon (OmpR family); similar to E. coli positive response regulator for pho regulon, sensor is PhoR (or CreC) (AAC73502.1); Blastp hit to AAC73502.1 (229 aa), 95% identity in aa 1 - 229	1
AE006468	AAL19352.1	sensory kinase in two-component regulatory system with PhoB, regulates pho regulon	similar to E. coli positive and negative sensor protein for pho regulon (AAC73503.1); Blastp hit to AAC73503.1 (431 aa), 90% identity in aa 1 - 431	1
AE006468	AAL19353.1	LIVCS family, branched chain amino acid transporter system II (LIV-II)	branched-chain amino acid transport system II carrier protein(liv-II). (SW:BRNQ_SALTY)	1
AE006468	AAL19354.1	putative APC family, proline transporter	proline-specific permease PROY. (SW:PROY_SALTY)	1
AE006468	AAL19355.1	maltodextrin glucosidase	similar to E. coli maltodextrin glucosidase (AAC73506.1); Blastp hit to AAC73506.1 (605 aa), 83% identity in aa 2 - 605	1
AE006468	AAL19356.1	putative thiol - alkyl hydroperoxide reductase	similar to E. coli alkyl hydroperoxide reductase, C22 subunit; detoxification of hydroperoxides (AAC73706.1); Blastp hit to AAC73706.1 (187 aa), 36% identity in aa 1 - 186	1
AE006468	AAL19357.1	putative cytoplasmic protein	similar to E. coli putative glycoprotein (AAC73507.1); Blastp hit to AAC73507.1 (193 aa), 87% identity in aa 1 - 193	1
AE006468	AAL19358.1	S-adenosylmethionine-tRNA ribosyltransferase-isomerase	similar to E. coli synthesis of queuine in tRNA; probably S-adenosylmethionine:tRNA ribosyltransferase-isomerase (AAC73508.1); Blastp hit to AAC73508.1 (356 aa), 94% identity in aa 1 - 353	1
AE006468	AAL19359.1	tRNA-guanine transglycosylase	similar to E. coli tRNA-guanine transglycosylase (AAC73509.1); Blastp hit to AAC73509.1 (375 aa), 97% identity in aa 1 - 375	1
AE006468	AAL19360.1	preprotein translocase IISP family, membrane subunit	similar to E. coli orf, hypothetical protein (AAC73510.1); Blastp hit to AAC73510.1 (110 aa), 99% identity in aa 1 - 110	1
AE006468	AAL19361.1	preprotein translocase, IISP family, part of the channel	similar to E. coli protein secretion; membrane protein, part of the channel (AAC73511.1); Blastp hit to AAC73511.1 (615 aa), 94% identity in aa 1 - 615	1
AE006468	AAL19362.1	preprotein translocase, IISP family, membrane subunit	similar to E. coli protein secretion, membrane protein (AAC73512.1); Blastp hit to AAC73512.1 (323 aa), 95% identity in aa 1 - 323	1
AE006468	AAL19363.1	hypothetical protein		1
AE006468	AAL19364.1	putative regulatory protein		1
AE006468	AAL19365.1	putative cytoplasmic protein	hypothetical 12.6 Kda protein in secF-tsx intergenic region. (SW:YAJD_SALTY)	1
AE006468	AAL19366.1	putative inner membrane protein	hypothetical protein 14.5K (gi|1073681)	1
AE006468	AAL19367.1	nucleoside channel; receptor of phage T6 and colicin K	nucleoside-specific channel-forming protein TSX precursor. (SW:TSX_SALTY)	1
AE006468	AAL19368.1	putative outer membrane lipoprotein	similar to E. coli orf, hypothetical protein (AAC73515.1); Blastp hit to AAC73515.1 (199 aa), 73% identity in aa 21 - 199	1
AE006468	AAL19369.1	putative transcriptional regulator	similar to E. coli orf, hypothetical protein (AAC73516.1); Blastp hit to AAC73516.1 (149 aa), 95% identity in aa 1 - 149	1
AE006468	AAL19370.1	pyrimidine deaminase	bifunctional; similar to E. coli bifunctional pyrimidine deaminase/reductase in pathway of riboflavin synthesis (AAC73517.1); Blastp hit to AAC73517.1 (367 aa), 89% identity in aa 1 - 367	1
AE006468	AAL19371.1	riboflavin synthase, beta chain	similar to E. coli riboflavin synthase, beta chain (AAC73518.1); Blastp hit to AAC73518.1 (156 aa), 91% identity in aa 1 - 156	1
AE006468	AAL19372.1	transcription termination; L factor	similar to E. coli transcription termination; L factor (AAC73519.1); Blastp hit to AAC73519.1 (139 aa), 96% identity in aa 1 - 139	1
AE006468	AAL19373.1	thiamin-monophosphate kinase	thiamine-monophosphate kinase. (SW:THIL_SALTY)	1
AE006468	AAL19374.1	phosphatidylglycerophosphatase A	similar to E. coli phosphatidylglycerophosphatase (AAC73521.1); Blastp hit to AAC73521.1 (172 aa), 95% identity in aa 1 - 171	1
AE006468	AAL19375.1	putative oxidoreductase / K + channel protein	similar to E. coli putative NAD(P)H-dependent xylose reductase (AAC73522.1); Blastp hit to AAC73522.1 (348 aa), 92% identity in aa 25 - 348	1
AE006468	AAL19376.1	1-deoxyxylulose-5-phosphate synthase; flavoprotein	similar to E. coli 1-deoxyxylulose-5-phosphate synthase; flavoprotein (AAC73523.1); Blastp hit to AAC73523.1 (620 aa), 96% identity in aa 1 - 620	1
AE006468	AAL19377.1	geranyltranstransferase (farnesyldiphosphate synthase)	similar to E. coli geranyltranstransferase (farnesyldiphosphate synthase) (AAC73524.1); Blastp hit to AAC73524.1 (299 aa), 90% identity in aa 1 - 299	1
AE006468	AAL19378.1	exonuclease VII, small subunit	similar to E. coli exonuclease VII, small subunit (AAC73525.1); Blastp hit to AAC73525.1 (80 aa), 90% identity in aa 1 - 80	1
AE006468	AAL19379.1	sulfur transfer protein (from cys to ThiS and from IscS to U8-tRNA)	thiamine biosynthesis protein thiI. (SW:THII_SALTY)	1
AE006468	AAL19380.1	2-aminoethylphosphonate transporter, memrane component	probable membrane component of 2-aminoethylphosphonate transporter phnV (gi|11354255)	1
AE006468	AAL19381.1	2-aminoethylphosphonate transporter, memrane component	probable membrane component of 2-aminoethylphosphonate transporter phnU (gi|11354254)	1
AE006468	AAL19382.1	2-aminoethylphosphonate transporter ATPase component	probable ATPase component of 2-aminoethylphosphonate transporter phnT (gi|11354253)	1
AE006468	AAL19383.1	2-aminoethylphosphonate transporter, periplasmic-binding component	probable periplasmic binding-protein of the 2-aminoethylphosphonate transporter PhnS (gi|11354256)	1
AE006468	AAL19384.1	2-aminoethylphosphonate transport, repressor	probable repressor protein of GntR family phnR (gi|11354257)	1
AE006468	AAL19385.1	2-aminoethylphosphonate transport	2-aminoethylphosphonate--pyruvate aminotransferase phnW (gi|11354251)	1
AE006468	AAL19386.1	2-aminoethylphosphonate transport	phosphonoacetaldehyde phosphonohydrolase phnX (gi|11354252)	1
