ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names
ICTV202319353	VMR1024918	E	1		OQ383622			2244	1	OQ383622		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus tv179112	Salmonella phage MET_P1_179_112
ICTV202319375	VMR1024919	E	1		MT653143			2245	1	MT653143		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus tv3sent1	Salmonella phage 3sent1
ICTV202319376	VMR1024920	E	1		MT653146			2246	1	MT653146		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus tv8sent1748	Salmonella phage 8sent1748
ICTV202319373	VMR1024921	E	1		MT233524			2247	1	MT233524		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus tvI1	Salmonella phage vB_Sen_I1
ICTV202009956	VMR1001608	E	1		MN316588			2248	1	MN316588		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus VEc33	Escherichia phage VEc33
ICTV202009957	VMR1001609	E	1		MN022787			2249	1	MN022787		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus VSe12	Salmonella phage VSe12
ICTV202319371	VMR1024922	E	1		MK373792			2250	1	MK373792		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Markadamsvirinae	Tequintavirus		Tequintavirus vVAH1	Escherichia phage vB_EcoS_VAH1
ICTV201908124	VMR1001610	E	1		MF979564			2251	1	MF979564		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Mccorquodalevirinae	Hongcheonvirus		Hongcheonvirus DUPPV	Pectobacterium phage DU_PP_V
ICTV201857058	VMR1001611	E	1		JX195166			2252	1	JX195166		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae	Mccorquodalevirinae	Myunavirus		Myunavirus My1	Pectobacterium phage My1
ICTV202319186	VMR1024988	E	1		MK770119			2253	1	MK770119		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Keyvirus		Keyvirus AAS21	Pantoea phage vB_PagS_AAS21
ICTV202319187	VMR1024989	E	1		MZ616364			2254	1	MZ616364		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Keyvirus		Keyvirus key	Erwinia phage Key
ICTV201857060	VMR1001612	E	1		MG030347			2255	1	MG030347		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Novosibvirus		Novosibvirus PM135	Proteus phage PM135
ICTV201908118	VMR1001613	E	1		MH830339			2256	1	MH830339		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Novosibvirus		Novosibvirus stubb	Proteus phage Stubb
ICTV201908120	VMR1001614	E	1		MH645904			2257	1	MH645904		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Pogseptimavirus		Pogseptimavirus PG07	Vibrio phage vB_VpS_PG07
ICTV201908121	VMR1001615	E	1		MH925094			2258	1	MH925094		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Pogseptimavirus		Pogseptimavirus VspSw1	Vibrio phage VspSw_1
ICTV201857062	VMR1001616	E	1		KY363465			2259	1	KY363465		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Priunavirus		Priunavirus PR1	Providencia phage vB_PreS_PR1
ICTV202113516	VMR1001617	E	1		MW057857			2260	1	MW057857		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Priunavirus		Priunavirus PSTCR5	Providencia phage PSTCR5
ICTV201908117	VMR1001618	E	1		MG676224			2261	1	MG676224		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Shenzhenvirus		Shenzhenvirus AhSzq1	Aeromonas phage AhSzq-1
ICTV201908116	VMR1001619	E	1		MG676225			2262	1	MG676225		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Shenzhenvirus		Shenzhenvirus AhSzw1	Aeromonas phage AhSzw-1
ICTV202319298	VMR1024869	E	1		MN434094			2263	1	MN434094		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus AmPhEK80	Klebsiella phage AmPh_EK80
ICTV202319306	VMR1024870	E	1		LR881109			2264	1	LR881109		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus anoxic	Klebsiella phage vB_KppS-Anoxic
ICTV202319307	VMR1024871	E	1		MT380195			2265	1	MT380195		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus B01	Klebsiella phage vB_Kpn_B01
ICTV202319311	VMR1024872	E	1		MK521907			2266	1	MK521907		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus FZ41	Klebsiella phage vB_KpnS_FZ41
ICTV202319299	VMR1024873	E	1		OP171943			2267	1	OP171943		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus GZ8	Klebsiella phage GZ8
ICTV201857065	VMR1001620	E	1		KX845404			2268	1	KX845404		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus IME260	Klebsiella phage vB_Kpn_IME260
ICTV202319301	VMR1024874	E	1		MN434096			2269	1	MN434096		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus JIPhKp127	Klebsiella phage JIPh_Kp127
ICTV202319303	VMR1024875	E	1		MN163280			2270	1	MN163280		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus KpGranit	Klebsiella phage KpGranit
ICTV202319300	VMR1024876	E	1		MN101228			2271	1	MN101228		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus KPN4	Klebsiella phage KPN4
ICTV202319312	VMR1024877	E	1		MZ634344			2272	1	MZ634344		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus PWKp9S	Klebsiella phage PWKp9S
ICTV202319308	VMR1024878	E	1		MW713578			2273	1	MW713578		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus ShaphcTDM11244	Klebsiella phage Shaphc-TDM-1124-4
ICTV202319305	VMR1024879	E	1		LR881112			2274	1	LR881112		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus storm	Klebsiella phage vB_KppS-Storm
ICTV201857064	VMR1001621	E	1		MG459987			2275	1	MG459987		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus sugarland	Klebsiella phage Sugarland
ICTV202319304	VMR1024880	E	1		LR881113			2276	1	LR881113		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus totoro	Klebsiella phage vB_KppS-Totoro
ICTV202319310	VMR1024881	E	1		ON637170			2277	1	ON637170		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus Uniso31	Klebsiella phage vB_KpnS_Uniso31
ICTV202319309	VMR1024882	E	1		MZ571828			2278	1	MZ571828		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus VAC35	Klebsiella phage vB_KpnS-VAC35
ICTV202319302	VMR1024883	E	1		MZ571830			2279	1	MZ571830		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus VAC51	Klebsiella phage vB_KpnS-VAC51
ICTV202319297	VMR1024884	E	1		LR881116			2280	1	LR881116		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Demerecviridae		Sugarlandvirus		Sugarlandvirus veronica	Klebsiella phage vB_KaS-Veronica
ICTV202317952	VMR1024698	E	1		MZ501051			2281	1	MZ501051		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Augustepiccardvirus		Augustepiccardvirus augustepiccard	Escherichia phage AugustePiccard
ICTV201908146	VMR1001622	E	1		MK372342			2282	1	MK372342		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Christensenvirus		Christensenvirus IME542	Escherichia phage vB_EcoS_IME542
ICTV20150815	VMR1001623	E	1		JN986845			2283	1	JN986845		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Guelphvirus		Guelphvirus ACGM12	Escherichia phage vB_EcoS_ACG-M12
ICTV202317959	VMR1024574	E	1		ON081052			2284	1	ON081052		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Guelphvirus		Guelphvirus SCS31	Escherichia phage vB_EcoS_SCS31
ICTV202317951	VMR1025070	E	1		MK373793			2285	1	MK373793		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Inhoffenstrassevirus		Inhoffenstrassevirus MM01	Escherichia phage vB_EcoS_MM01
ICTV202317953	VMR1025127	E	1		MZ501087			2286	1	MZ501087		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Julespiccardvirus		Julespiccardvirus julespiccard	Escherichia phage JulesPiccard
ICTV201908148	VMR1001625	E	1		MG050172			2287	1	MG050172		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Loudonvirus		Loudonvirus DTL	Escherichia phage DTL
ICTV201908150	VMR1001624	E	1		KY398841			2288	1	KY398841		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Loudonvirus		Loudonvirus EC3a	Escherichia phage vB_Ecos_CEB_EC3a
ICTV201908144	VMR1001626	E	1		KX130960			2289	1	KX130960		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Rtpvirus		Rtpvirus IME253	Escherichia phage vB_EcoS-IME253
ICTV20125848	VMR1001627	E	1		AM156909			2290	1	AM156909		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Rtpvirus		Rtpvirus Rtp	Escherichia phage Rtp
ICTV202317954	VMR1024799	E	1		OM258170			2291	1	OM258170		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Rtpvirus		Rtpvirus ZL19	Escherichia phage ZL19
ICTV202317955	VMR1025182	E	1		MT682706			2292	1	MT682706		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Veterinaerplatzvirus		Veterinaerplatzvirus FP	Escherichia phage vB_EcoS_FP
ICTV202317956	VMR1025183	E	1		MZ501080			2293	1	MZ501080		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Veterinaerplatzvirus		Veterinaerplatzvirus Jeanpiccard	Escherichia phage JeanPiccard strain Bas02
ICTV202317958	VMR1025184	E	1		MT511058			2294	1	MT511058		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Veterinaerplatzvirus		Veterinaerplatzvirus SU57	Escherichia phage vB_EcoD_SU57
ICTV202012086	VMR1001628	E	1		MK907226			2295	1	MK907226		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Veterinaerplatzvirus		Veterinaerplatzvirus vv12210I	Escherichia phage vB_EcoS-12210I
ICTV202317957	VMR1025185	E	1		MN840485			2296	1	MN840485		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Braunvirinae	Veterinaerplatzvirus		Veterinaerplatzvirus vv2725N25	Escherichia phage 2725-N35
ICTV201908154	VMR1001629	E	1		MF158039			2297	1	MF158039		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Eastlansingvirus		Eastlansingvirus Sf12	Shigella phage Sf12
ICTV201908158	VMR1001630	E	1		JF770475			2298	1	JF770475		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Lindendrivevirus		Lindendrivevirus EB49	Escherichia phage phiEB49
ICTV20150822	VMR1001631	E	1		KF771237			2299	1	KF771237		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus AHP42	Escherichia phage vB_EcoS_AHP42
ICTV20150820	VMR1001632	E	1		KF771238			2300	1	KF771238		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus AHS24	Escherichia phage vB_EcoS_AHS24
ICTV20150823	VMR1001633	E	1		KF771239			2301	1	KF771239		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus AKS96	Escherichia phage vB_EcoS_AKS96
ICTV202319249	VMR1024796	E	1		MW286156			2302	1	MW286156		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus BECP10	Escherichia phage vB_EcoS-BECP10
ICTV20164970	VMR1001634	E	1		KT825490			2303	1	KT825490		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus C119	Escherichia phage C119
ICTV20150824	VMR1001635	E	1		KJ668713			2304	1	KJ668713		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus E41c	Escherichia phage e4/1c
ICTV20125846	VMR1001636	E	1		DQ121662			2305	1	DQ121662		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus Jk06	Escherichia phage JK06
ICTV201908152	VMR1001637	E	1		KC333879			2306	1	KC333879		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus JLA23	Enterobacteria phage phiJLA23
ICTV20150821	VMR1001638	E	1		KC579452			2307	1	KC579452		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus KP26	Escherichia phage phiKP26
ICTV20125845	VMR1001639	E	1		JQ182736			2308	1	JQ182736		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus rogue1	Escherichia phage Rogue1
ICTV202319250	VMR1024797	E	1		OQ243221			2309	1	OQ243221		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Rogunavirus		Rogunavirus UDF157w	Escherichia phage vB_EcoS-UDF157lw
ICTV202319251	VMR1024802	E	1		OL539467			2310	1	OL539467		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Sadiyavirus		Sadiyavirus sadiya	Escherichia phage vB_EcoD_Sadiya
ICTV201908156	VMR1001640	E	1		MF158042			2311	1	MF158042		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Rogunavirinae	Wilsonroadvirus		Wilsonroadvirus Sd1	Shigella phage Sd1
ICTV202009975	VMR1001641	E	1		MN090155			2312	1	MN090155		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Baihuvirus		Baihuvirus PHB17	Escherichia phage vB_EcoS_PHB17
ICTV202319341	VMR1024602	E	1		MZ501099			2313	1	MZ501099		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Changchunvirus		Changchunvirus paulsarasin	Escherichia phage PaulSarasin strain Bas09
ICTV202009974	VMR1001642	E	1		MK778457			2314	1	MK778457		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Changchunvirus		Changchunvirus W011D	Escherichia phage vB_EcoS_W011D
ICTV202010090	VMR1001643	E	1		MN850591			2315	1	MN850591		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus aalborv	Escherichia phage aalborv
ICTV202010087	VMR1001644	E	1		MN850572			2316	1	MN850572		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus aaroes	Escherichia phage aaroes
ICTV202010088	VMR1001645	E	1		MN850602			2317	1	MN850602		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus damhaus	Escherichia phage damhaus
ICTV202319329	VMR1024483	E	1		ON185589			2318	1	ON185589		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus EC147	Escherichia phage EC147
ICTV202010084	VMR1001646	E	1		MN850607			2319	1	MN850607		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus egaa	Escherichia phage egaa
ICTV202319331	VMR1024484	E	1		OL539459			2320	1	OL539459		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus fulano1	Escherichia phage vB_EcoD_Fulano1
ICTV202010081	VMR1001647	E	1		MK373798			2321	1	MK373798		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus G292	Escherichia phage vB_EcoS_G29-2
ICTV202010086	VMR1001648	E	1		MN850567			2322	1	MN850567		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus grams	Escherichia phage grams
ICTV202010089	VMR1001649	E	1		MN850600			2323	1	MN850600		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus haarsle	Escherichia phage haarsle
ICTV202010085	VMR1001650	E	1		MN055691			2324	1	MN055691		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus henu8	Escherichia phage Henu8
ICTV202010082	VMR1001651	E	1		MN850640			2325	1	MN850640		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus herni	Escherichia phage herni
ICTV202010079	VMR1001652	E	1		MT360681			2326	1	MT360681		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus hv2019SD1	Shigella phage 2019SD1
ICTV202319330	VMR1024485	E	1		MZ501079			2327	1	MZ501079		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus jacobbernoulli	Escherichia phage JakobBernoulli
ICTV202319333	VMR1024486	E	1		OK272479			2328	1	OK272479		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus JLBYU41	Escherichia phage JLBYU41
ICTV202319332	VMR1024487	E	1		MZ501090			2329	1	MZ501090		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus karljaspers	Escherichia phage KarlJaspers
ICTV202010091	VMR1001653	E	1		MT127619			2330	1	MT127619		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus PGN590	Escherichia phage PGN590
ICTV201857069	VMR1001654	E	1		KC710998			2331	1	KC710998		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus pSf1	Shigella phage pSf-1
ICTV202319334	VMR1024488	E	1		MN432485			2332	1	MN432485		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus SFP17	Shigella phage SFP17
ICTV202010080	VMR1001655	E	1		MT074433			2333	1	MT074433		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus slyngel	Salmonella phage slyngel
ICTV202010083	VMR1001656	E	1		MN850569			2334	1	MN850569		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Hanrivervirus		Hanrivervirus vojen	Escherichia phage vojen
ICTV202009972	VMR1001657	E	1		MN019128			2335	1	MN019128		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Henuseptimavirus		Henuseptimavirus henu7	Escherichia phage Henu7
ICTV202319342	VMR1024490	E	1		MZ501077			2336	1	MZ501077		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Henuseptimavirus		Henuseptimavirus isaaklselin	Escherichia phage IsaakIselin
ICTV202319343	VMR1024491	E	1		MZ501085			2337	1	MZ501085		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Henuseptimavirus		Henuseptimavirus johannburckhardt	Escherichia phage JohannLBurckhardt
ICTV202319344	VMR1024492	E	1		LR881107			2338	1	LR881107		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Henuseptimavirus		Henuseptimavirus samwise	Klebsiella phage vB_KppS-Samwise
ICTV202319315	VMR1025125	E	1		MK552105			2339	1	MK552105		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Jahatvirus		Jahatvirus MG145	Escherichia phage Jahat_MG145
ICTV202319314	VMR1024732	E	1		OM317910			2340	1	OM317910		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Peekayseptimavirus		Peekayseptimavirus PK7R	Klebsiella phage P-K7R
ICTV202319313	VMR1024780	E	1		MW689258			2341	1	MW689258		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Pocisvirus		Pocisvirus pocis76	Hafnia phage Pocis76
ICTV202319322	VMR1024925	E	1		OL539462			2342	1	OL539462		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus blueshaddow	Citrobacter phage vB_CfrD_BlueShadow
ICTV202319325	VMR1024926	E	1		OL539443			2343	1	OL539443		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus brooksby	Citrobacter phage vB_CfrD_Brooksby
ICTV202319327	VMR1024927	E	1		MZ501059			2344	1	MZ501059		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus danielbernouli	Escherichia phage DanielBernoulli
ICTV201908140	VMR1001658	E	1		KY694971			2345	1	KY694971		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus DK2017	Citrobacter phage CF1 DK-2017
ICTV202319320	VMR1024928	E	1		OK499973			2346	1	OK499973		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus ecorrea	Citrobacter phage vB_CfrD_ElisaCorrea
ICTV202319316	VMR1024929	E	1		OP292674			2347	1	OP292674		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus F61	Salmonella phage F61
ICTV202319323	VMR1024930	E	1		ON855040			2348	1	ON855040		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus GSP032	Salmonella phage GSP032
ICTV201908139	VMR1001659	E	1		MH491968			2349	1	MH491968		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus LL5	Escherichia phage LL5
ICTV202319321	VMR1024931	E	1		OK499984			2350	1	OK499984		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus mishy	Escherichia phage vB_EcoD_Mishu
ICTV201908137	VMR1001660	E	1		MH102284			2351	1	MH102284		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus PHB07	Salmonella phage vB_ SenS_ PHB07
ICTV201908141	VMR1001661	E	1		KX015770			2352	1	KX015770		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus phSE2	Salmonella phage phSE-2
ICTV201908142	VMR1001662	E	1		MH729819			2353	1	MH729819		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus sazh	Citrobacter phage Sazh
ICTV202319328	VMR1024932	E	1		OL539466			2354	1	OL539466		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus sorkzaugg	Citrobacter phage vB_CfrD_SorkZaugg
ICTV20150812	VMR1001663	E	1		KC139513			2355	1	KC139513		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus SP126	Salmonella phage FSL SP-126
ICTV20150813	VMR1001664	E	1		KM236241			2356	1	KM236241		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus stevie	Citrobacter phage Stevie
